OBJECTID_1,NEIGHBOURHOOD_NAME,HOOD_158,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_2024,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,ASSAULT_RATE_2024,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_2024,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,AUTOTHEFT_RATE_2024,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_2024,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BIKETHEFT_RATE_2024,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_2024,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,BREAKENTER_RATE_2024,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_2024,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,HOMICIDE_RATE_2024,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_2024,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,ROBBERY_RATE_2024,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_2024,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,SHOOTING_RATE_2024,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_2024,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTFROMMV_RATE_2024,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_2024,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,THEFTOVER_RATE_2024,POPULATION_2024,Shape__Area,Shape__Length
120,Clanton Park,33,72,61,55,58,82,87,77,94,116,134,137,442.5050659,367.8244019,323.8914185,336.0370789,467.4229126,488.7915039,426.120636,509.5679626,605.1121826,658.6708374,653.4077148,70,29,50,27,40,43,43,90,163,154,111,430.2132568,174.8673401,294.4467468,156.4310608,228.0111694,241.5866089,237.9634705,487.8842163,850.2869263,756.9799194,529.4033203,6,5,1,5,11,9,11,12,15,9,10,36.87542343,30.14954185,5.888934612,28.96871376,62.70307159,50.56464005,60.8743782,65.05123138,78.24726105,44.23908615,47.69399643,61,44,41,54,52,44,33,36,39,69,44,374.900116,265.315979,241.4463196,312.8621216,296.4145203,247.204895,182.6231384,195.1536865,203.4428864,339.1663513,209.8535767,0,0,1,0,0,0,0,1,0,0,1,0,0,5.888934612,0,0,0,0,5.420935631,0,0,4.769399643,7,8,4,13,11,12,16,13,17,16,18,43.02132797,48.23926544,23.55573845,75.31865692,62.70307159,67.41951752,88.54454803,70.47216034,88.68022919,78.6472702,85.84918976,1,1,0,1,0,2,4,0,1,3,1,6.145903587,6.02990818,0,5.793742657,0,11.23658657,22.13613701,0,5.21648407,14.74636269,4.769399643,35,51,40,69,65,68,75,74,63,72,46,215.1066284,307.5253296,235.5573883,399.7682495,370.518158,382.0439453,415.0525818,401.149231,328.6384888,353.9126892,219.3923798,5,6,6,5,9,4,5,7,10,11,16,30.72951889,36.17945099,35.33360672,28.96871376,51.30251312,22.47317314,27.67017174,37.94654846,52.1648407,54.06999588,76.31039429,20967,4166282.878,10224.43515
121,Englemount-Lawrence,32,79,83,130,106,97,112,102,88,86,124,117,351.7051086,369.4964905,565.487854,464.3013611,428.1048584,497.8220215,456.3962708,392.6467896,373.4908447,513.3087769,474.414093,29,21,23,35,40,24,31,37,61,72,30,129.1069336,93.48706818,100.0478516,153.3070526,176.5380859,106.6761475,138.7086639,165.0901337,264.9179077,298.0502625,121.6446381,6,27,18,6,12,10,33,13,7,9,11,26.71178055,120.1976547,78.29831696,26.28120804,52.96142578,44.44839478,147.657608,58.00463867,30.40041733,37.25628281,44.60303116,44,41,56,47,52,32,34,23,15,49,24,195.8863831,182.5223694,243.5947571,205.8694763,229.4995117,142.2348633,152.1320801,102.6235962,65.14375305,202.8397522,97.31571198,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,4.413452148,0,4.474473,4.461895466,0,0,8.109642029,30,13,37,22,10,15,23,7,5,17,16,133.5588989,57.87294769,160.9465332,96.36443329,44.13452148,66.67259216,102.9128799,31.23326874,21.71458435,70.37297821,64.87713623,3,6,16,5,8,12,10,4,3,4,8,13.35589027,26.71059036,69.59850311,21.9010067,35.30761719,53.33807373,44.7447319,17.84758186,13.02875042,16.5583477,32.43856812,29,53,37,51,55,63,69,62,51,54,35,129.1069336,235.9435577,160.9465332,223.390274,242.7398682,280.0249023,308.7386475,276.6375122,221.4887543,223.5376892,141.9187469,4,2,7,10,7,7,8,9,3,7,11,17.8078537,8.903530121,30.44934464,43.8020134,30.89416504,31.11387634,35.795784,40.15705872,13.02875042,28.977108,44.60303116,24662,3478125.59,8311.871856
122,Yorkdale-Glen Park,31,106,137,175,161,176,206,157,162,179,202,208,733.2088013,949.2793579,1150.256348,1021.508789,1080.881958,1228.530518,907.7767944,901.1013184,958.911438,1020.717529,1016.916016,67,53,41,52,63,62,88,96,196,202,112,463.4433289,367.2394714,269.4886169,329.9283142,386.9065857,369.7519226,508.8175659,533.9859619,1049.981201,1020.717529,547.5701294,13,15,11,12,15,20,33,29,18,13,17,89.92183685,103.9356995,72.30182648,76.13729858,92.1206131,119.2748108,190.8065948,161.3082581,96.42684937,65.68974304,83.11332703,51,57,66,58,64,87,75,63,59,154,72,352.7702942,394.955658,433.8109741,367.9969482,393.0479736,518.8453979,433.6513367,350.4283142,316.0657959,778.1707764,352.0093994,1,1,1,1,2,1,1,1,1,0,1,6.91706419,6.929046631,6.57289362,6.3447752,12.28274918,5.963740349,5.782017708,5.562354088,5.357047081,0,4.889019489,23,21,24,34,47,42,40,17,32,74,68,159.0924835,145.5099792,157.7494354,215.7223511,288.6445923,250.4770966,231.2807159,94.56002045,171.4255066,373.926239,332.4533081,3,3,1,6,10,17,15,9,7,0,5,20.751194,20.78713989,6.57289362,38.06864929,61.41374588,101.3835907,86.73027039,50.06118774,37.49932861,0,24.44509697,105,76,63,77,97,86,129,112,130,118,98,726.291748,526.6075439,414.0922852,488.5476685,595.7133179,512.8816528,745.8803101,622.9836426,696.4161377,596.2607422,479.1239014,23,15,26,23,20,30,18,21,40,44,53,159.0924835,103.9356995,170.8952332,145.9298248,122.8274918,178.9122162,104.0763245,116.809433,214.2818909,222.3345184,259.1180115,20454,6038309.474,10079.37751
123,Brookhaven-Amesbury,30,82,97,108,117,98,100,88,123,145,163,136,445.4584961,529.5916138,590.2284546,641.060791,537.7819214,550.0247803,484.3414612,672.4986572,780.2410889,847.0172729,700.6697388,39,42,30,22,48,36,57,49,67,77,54,211.8644104,229.3077087,163.9523468,120.5413437,263.4033813,198.0089111,313.7211609,267.9059448,360.525177,400.1247253,278.2071228,2,6,4,7,6,4,1,7,4,5,2,10.86484146,32.75824356,21.86031342,38.35406113,32.92542267,22.00098991,5.503880024,38.27228165,21.52389145,25.98212433,10.30396748,23,44,31,32,33,50,33,25,20,39,45,124.9456787,240.2271271,169.4174194,175.3328552,181.0898285,275.0123901,181.6280518,136.6867065,107.6194611,202.6605682,231.8392639,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,16.40240479,10.76194572,0,5.151983738,30,16,30,19,20,20,16,15,12,30,19,162.9726257,87.35531616,163.9523468,104.1038818,109.7514114,110.0049515,88.06208038,82.01203156,64.57167816,155.892746,97.88768768,1,2,3,7,1,7,0,4,5,0,7,5.432420731,10.91941452,16.39523506,38.35406113,5.487570763,38.50173187,0,21.86987495,26.90486526,0,36.06388474,32,50,26,33,46,50,61,47,49,54,57,173.8374634,272.9853821,142.0920258,180.8120117,252.4282532,275.0123901,335.7366943,256.9710083,263.6676636,280.6069336,293.6630554,5,8,1,7,11,12,9,5,8,9,9,27.16210365,43.67765808,5.465078354,38.35406113,60.36327744,66.00296783,49.53492355,27.33734322,43.0477829,46.76782227,46.36785126,19410,3507312.767,8980.39928
124,Maple Leaf,29,23,31,44,20,32,28,30,33,56,50,46,224.7849884,304.4588623,423.1582947,192.3261871,307.7810974,269.4380188,288.7391663,314.9455872,525.0328369,451.4672546,410.7876282,7,18,15,8,13,25,18,13,47,48,43,68.41281891,176.7825623,144.2585144,76.93047333,125.0360718,240.5696716,173.2434998,124.0694809,440.6525269,433.4085693,383.9971313,0,1,0,2,1,0,2,1,0,0,1,0,9.821252823,0,19.23261833,9.618159294,0,19.24927902,9.543806076,0,0,8.930166245,14,13,18,10,7,15,10,10,21,17,17,136.8256378,127.6762924,173.1102142,96.16309357,67.32711029,144.3417969,96.2463913,95.43805695,196.8872986,153.4988708,151.8128204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,2,6,4,2,1,5,5,2,87.95934296,29.46376038,76.93787384,19.23261833,57.70895386,38.49114609,19.24927902,9.543806076,46.87792969,45.14672852,17.86033249,0,2,0,1,3,1,1,2,1,1,0,0,19.64250565,0,9.616309166,28.85447693,9.622786522,9.624639511,19.08761215,9.375585556,9.029345512,0,12,18,13,6,33,18,31,19,19,17,15,117.2791214,176.7825623,125.0240402,57.6978569,317.3992615,173.2101593,298.3638,181.3323212,178.1361389,153.4988708,133.9524841,0,4,0,2,4,3,2,3,3,1,3,0,39.28501129,0,19.23261833,38.47263718,28.86836052,19.24927902,28.63141823,28.12675858,9.029345512,26.79049873,11198,2526495.248,6377.82447
125,Rustic,28,56,70,85,67,74,69,64,76,82,89,108,554.1810913,695.9634399,832.5986938,660.9450684,735.1480103,690.7598267,645.1613159,765.9746094,806.4515991,837.8047485,999.5372314,7,19,10,13,15,39,22,16,36,36,26,69.27263641,188.9043579,97.95278931,128.2430725,149.0164948,390.4294739,221.7742004,161.2578125,354.0519409,338.8873291,240.6293335,0,2,3,0,0,2,5,0,1,0,0,0,19.88466835,29.38583565,0,0,20.02202415,50.40322495,0,9.834775925,0,0,21,17,17,12,9,14,15,7,10,19,14,207.8179169,169.0196838,166.5197449,118.3782196,89.40989685,140.1541748,151.209671,70.55029297,98.34775543,178.857193,129.5696411,1,1,1,0,0,1,0,2,0,0,1,9.896091461,9.942334175,9.795278549,0,0,10.01101208,0,20.15722656,0,0,9.254974365,16,20,9,6,8,6,8,6,4,2,12,158.3374634,198.8466949,88.15750885,59.1891098,79.47546387,60.06607437,80.64516449,60.47167969,39.3391037,18.82707405,111.0596924,6,7,9,3,8,8,7,8,1,3,4,59.37654495,69.59634399,88.15750885,29.5945549,79.47546387,80.08809662,70.56451416,80.62890625,9.834775925,28.24061012,37.01989746,22,15,9,18,47,27,35,13,26,14,37,217.7140045,149.1350098,88.15750885,177.5673218,466.918335,270.2973328,352.8225708,131.0219727,255.7041626,131.7895203,342.4340515,1,1,3,1,2,1,5,0,5,2,1,9.896091461,9.942334175,29.38583565,9.864851952,19.86886597,10.01101208,50.40322495,0,49.17387772,18.82707405,9.254974365,10805,2096378.208,5889.054106
126,York University Heights,27,276,296,364,348,359,384,351,332,345,406,421,957.6350708,1032.726318,1274.956177,1207.788208,1234.483032,1310.31189,1188.500977,1109.66272,1128.188354,1274.525146,1304.25354,109,101,109,93,90,148,187,174,235,264,225,378.1964417,352.3829346,381.7863464,322.7709656,309.4804077,505.0160522,633.1900024,581.5702515,768.4761353,828.7553101,697.0476074,15,27,25,32,37,18,39,18,35,16,36,52.04538345,94.20137787,87.56567383,111.0609818,127.230835,61.42086792,132.0556641,60.16243744,114.4538879,50.22759247,111.5276184,108,140,99,105,122,111,105,114,128,218,130,374.7267761,488.4515991,346.7600708,364.4188538,419.5178833,378.7620239,355.5344849,381.0287781,418.5742188,684.3509521,402.7386169,1,0,2,1,1,0,1,6,3,0,1,3.46969223,0,7.005253792,3.47065568,3.43867135,0,3.386042833,20.05414581,9.810333252,0,3.097989321,60,86,71,75,91,83,47,40,51,104,72,208.1815338,300.0488586,248.6865082,260.2991638,312.9190979,283.2184448,159.1440125,133.6943054,166.7756653,326.4793701,223.0552368,2,1,5,10,8,6,12,14,14,6,11,6.93938446,3.488940001,17.513134,34.70655441,27.5093708,20.47362328,40.63251114,46.7930069,45.78155518,18.83534813,34.07788467,141,122,138,164,170,159,262,200,215,178,163,489.226593,425.6506958,483.3625183,569.1875,584.5740967,542.5510254,887.1431885,668.4715576,703.0739136,558.7819824,504.9722595,30,46,38,39,37,31,42,32,59,40,40,104.0907669,160.4912415,133.099823,135.3555756,127.230835,105.7803879,142.2137909,106.9554443,192.936554,125.568985,123.9195786,32279,13246479.32,18511.69217
127,Glenfield-Jane Heights,25,287,298,300,271,294,339,274,309,271,325,364,906.5925293,951.1346436,956.9988403,865.538147,940.0178833,1085.147217,877.5020142,982.5431519,855.8885498,998.2492065,1118.520142,44,50,64,50,68,83,120,106,155,120,103,138.9897919,159.5863495,204.1597595,159.6933899,217.4191132,265.6850281,384.3074341,337.0536499,489.530365,368.5843201,316.504303,10,28,10,13,7,8,14,6,5,5,7,31.58859062,89.3683548,31.89996147,41.52028275,22.38137817,25.60819435,44.83586884,19.07850838,15.79130173,15.35768032,21.51000214,36,36,30,42,38,36,50,41,34,43,36,113.7189255,114.9021759,95.69988251,134.1424408,121.4989166,115.2368774,160.1280975,130.369812,107.3808517,132.0760498,110.6228714,0,0,2,2,0,2,1,5,3,0,0,0,0,6.379992485,6.387735367,0,6.402048588,3.202562094,15.89875698,9.474781036,0,0,42,42,66,50,48,46,48,26,29,31,29,132.6720734,134.052536,210.5397491,159.6933899,153.4723053,147.2471161,153.7229767,82.67353821,91.58955383,95.21762085,89.11286926,7,16,23,20,24,31,33,17,9,14,17,22.11201286,51.06763458,73.36991119,63.87735367,76.73615265,99.23175049,105.6845474,54.05577469,28.42434311,43.00150681,52.23857498,78,46,88,61,79,73,138,95,81,53,64,246.3910065,146.8194427,280.7196655,194.8259277,252.5898438,233.6747742,441.9535522,302.0763855,255.8190918,162.7914124,196.6628723,7,7,9,7,11,12,19,7,11,27,12,22.11201286,22.3420887,28.70996475,22.35707474,35.17073822,38.41229248,60.84867859,22.25825882,34.7408638,82.93147278,36.87429047,32543,5150697.525,11459.94176
128,Broadview North,57,49,58,46,57,57,69,62,55,60,81,91,409.8360596,487.4359131,384.4546509,479.3944397,482.1927185,587.5841064,531.5956421,472.1029968,511.9454041,673.5966797,758.8392334,2,4,7,6,6,3,7,11,15,17,15,16.72800255,33.61627197,58.5039711,50.46257401,50.75712585,25.5471344,60.01886368,94.42060089,127.986351,141.3721466,125.0833893,4,9,16,10,1,13,35,10,24,11,8,33.4560051,75.63660431,133.7233582,84.10428619,8.459521294,110.7042465,300.0943298,85.83690643,204.7781525,91.47608948,66.71114349,14,21,16,24,8,25,25,18,17,22,20,117.0960159,176.4854126,133.7233582,201.850296,67.67617035,212.8927917,214.3530884,154.5064392,145.0511932,182.952179,166.7778473,0,0,0,1,1,0,0,1,1,0,1,0,0,0,8.410429001,8.459521294,0,0,8.583690643,8.532423019,0,8.338892937,9,4,11,5,7,5,3,10,2,3,5,75.27600861,33.61627197,91.93480682,42.0521431,59.2166481,42.57855606,25.72237015,85.83690643,17.06484604,24.94802475,41.69446182,0,0,1,1,0,0,0,1,2,0,3,0,0,8.357709885,8.410429001,0,0,0,8.583690643,17.06484604,0,25.01667786,15,24,24,12,16,26,32,22,33,28,20,125.460022,201.6976166,200.5850372,100.925148,135.3523407,221.408493,274.3719482,188.8412018,281.5699768,232.8482361,166.7778473,0,2,2,1,1,1,6,1,3,3,5,0,16.80813599,16.71541977,8.410429001,8.459521294,8.515711784,51.4447403,8.583690643,25.59726906,24.94802475,41.69446182,11992,1745977.796,7178.099521
129,Leaside-Bennington,56,41,30,41,38,37,31,30,50,34,38,25,237.8328247,175.1006775,237.8190308,220.5839691,214.8789063,180.1906586,174.4794769,288.8503723,194.8312378,211.4870911,138.966095,12,14,4,4,41,31,43,86,79,113,75,69.60960388,81.71365356,23.20185661,23.21936417,238.1090698,180.1906586,250.0872345,496.8226318,452.696106,628.895813,416.8982849,26,23,38,17,23,26,48,28,10,12,3,150.820816,134.2438507,220.4176331,98.68230438,133.5733795,151.1276398,279.1671448,161.7562103,57.30330658,66.78539276,16.67593193,39,30,33,29,34,45,40,39,42,49,30,226.2312164,175.1006775,191.4153137,168.3403931,197.4562988,261.5670776,232.6392975,225.303299,240.6738892,272.7070313,166.7593079,0,1,0,0,0,0,0,0,0,0,0,0,5.836689472,0,0,0,0,0,0,0,0,0,7,11,9,13,8,2,8,3,5,5,5,40.60560226,64.20358276,52.20417786,75.4629364,46.46030426,11.62520313,46.52785873,17.33102226,28.65165329,27.82724762,27.79321861,0,1,0,0,0,0,0,1,1,0,1,0,5.836689472,0,0,0,0,0,5.77700758,5.730330467,0,5.558643818,67,37,19,45,29,46,43,40,62,54,27,388.6536255,215.9575043,110.2088165,261.217865,168.4186096,267.3796692,250.0872345,231.080307,355.2804871,300.5342712,150.083374,9,5,3,4,3,7,7,3,3,9,4,52.20720291,29.18344688,17.40139198,23.21936417,17.42261505,40.68821335,40.71187592,17.33102226,17.19099236,50.08904648,22.23457527,17990,4784981.412,14837.39747
130,Thorncliffe Park,55,86,104,88,100,92,121,97,118,113,128,145,411.3848267,490.9133911,404.3560181,461.5526733,426.5183105,562.8168945,452.3198853,546.4733887,513.1465454,558.9763794,625.4852905,12,12,4,9,12,15,20,16,33,56,50,57.40253448,56.64385223,18.37981987,41.53974152,55.63282394,69.77068329,93.26183319,74.09809113,149.8569489,244.5521698,215.6845856,10,5,15,10,3,8,15,17,16,10,9,47.8354454,23.60160446,68.92432404,46.15526581,13.90820599,37.21103287,69.94637299,78.72921753,72.65792084,43.67002869,38.82322311,34,27,24,19,24,28,41,35,52,49,47,162.6405182,127.4486694,110.2789154,87.69500732,111.2656479,130.2386169,191.1867523,162.0895691,236.1382294,213.983139,202.743515,3,1,1,4,0,0,2,0,0,0,0,14.35063362,4.720321178,4.594954967,18.4621067,0,0,9.326183319,0,0,0,0,16,10,15,9,4,13,5,14,18,12,9,76.53671265,47.20320892,68.92432404,41.53974152,18.54427528,60.46792984,23.3154583,64.83582306,81.74015808,52.40403366,38.82322311,1,1,1,2,3,8,9,3,3,4,2,4.78354454,4.720321178,4.594954967,9.231053352,13.90820599,37.21103287,41.96782303,13.89339161,13.62335968,17.46801186,8.627383232,25,15,30,24,30,27,26,35,61,33,55,119.5886154,70.8048172,137.8486481,110.7726364,139.0820618,125.5872345,121.2403793,162.0895691,277.0083008,144.1110992,237.2530365,9,6,11,9,4,5,3,0,10,8,8,43.05190277,28.32192612,50.54450226,41.53974152,18.54427528,23.25689507,13.98927498,0,45.41119766,34.93602371,34.50953293,23182,3126357.21,7503.565919
131,O'Connor-Parkview,54,182,163,127,132,133,144,114,115,161,133,138,955.8321533,856.4072876,660.8388062,685.2159424,689.4406738,745.380188,589.5128784,589.8343506,808.9639282,642.4189453,657.8634033,22,12,7,10,19,29,20,43,42,61,55,115.5401535,63.04838943,36.42418671,51.91029739,98.49152374,150.1112823,103.4233093,220.5467529,211.0340729,294.64328,262.191925,9,11,6,9,9,5,6,7,7,8,3,47.26642609,57.7943573,31.22072983,46.7192688,46.65388107,25.8812561,31.0269928,35.90295792,35.17234421,38.64174271,14.3013773,53,30,34,39,26,56,25,38,47,44,29,278.3467407,157.6209717,176.9174805,202.4501648,134.7778778,289.8700867,129.2791443,194.9017792,236.1571655,212.5295868,138.2466583,1,0,0,1,0,0,0,1,0,1,0,5.251824856,0,0,5.191030025,0,0,0,5.128993988,0,4.830217838,0,29,14,28,18,7,12,19,12,8,3,6,152.3029327,73.55645752,145.6967468,93.4385376,36.28635025,62.11501694,98.25214386,61.54793167,40.19696426,14.49065399,28.60275459,5,3,1,2,5,4,1,2,3,0,1,26.25912476,15.76209736,5.203454971,10.38206005,25.91882133,20.70500565,5.171165466,10.25798798,15.07386208,0,4.767126083,61,88,84,31,78,50,78,65,42,38,42,320.3613281,462.3548584,437.0902405,160.9219208,404.3336182,258.812561,403.3509216,333.384613,211.0340729,183.5482788,200.2192841,11,6,6,2,6,7,10,2,9,6,8,57.77007675,31.52419472,31.22072983,10.38206005,31.10258675,36.23376083,51.71165466,10.25798798,45.22158432,28.98130798,38.13700867,20977,4876711.366,10926.97707
132,Henry Farm,53,57,60,67,69,70,81,84,94,90,105,115,389.1316223,388.0732117,386.7913513,382.229126,372.8362122,415.6830444,415.7181091,446.1742859,401.8036499,433.2576904,451.2989502,13,11,10,15,15,22,20,33,32,69,38,88.74932098,71.14675903,57.73005295,83.09328461,79.89347839,112.9015732,98.98049927,156.6356506,142.8635254,284.7121887,149.1248779,4,2,1,3,1,5,12,19,7,8,3,27.30748177,12.93577385,5.773005486,16.61865807,5.32623148,25.65944862,59.38830185,90.18416595,31.25139427,33.01010895,11.77301598,38,26,12,28,22,39,33,24,36,25,19,259.4210815,168.1650543,69.27606201,155.1074677,117.1770935,200.143692,163.3178253,113.9168396,160.7214661,103.1565933,74.56243896,0,1,0,1,1,0,0,0,0,1,0,0,6.467886925,0,5.539552212,5.32623148,0,0,0,0,4.126263618,0,2,5,3,12,9,6,6,7,10,13,3,13.65374088,32.33943558,17.3190155,66.47463226,47.93608475,30.79133797,29.69415092,33.22574615,44.64485168,53.64142609,11.77301598,0,4,0,1,2,3,2,0,2,0,0,0,25.8715477,0,5.539552212,10.65246296,15.39566898,9.898050308,0,8.928970337,0,0,28,32,33,21,24,82,40,100,83,88,28,191.1523743,206.9723816,190.5091858,116.3305969,127.8295593,420.8149414,197.9609985,474.6535034,370.5522461,363.1112061,109.881485,2,3,1,9,5,13,6,6,10,10,9,13.65374088,19.40366173,5.773005486,49.85597229,26.63115883,66.71456146,29.69415092,28.4792099,44.64485168,41.26263809,35.31904984,25482,2593567.265,8182.263321
133,Bayview Village,52,83,106,78,58,62,69,70,71,119,137,121,404.3060913,500.874176,352.5264282,258.4324646,272.7792664,299.7393494,300.4420776,299.0480957,473.6318359,506.0392151,426.5670166,25,14,14,21,8,38,30,42,61,98,65,121.7789459,66.15319061,63.27397537,93.57038116,35.19732666,165.0738525,128.7608948,176.9016876,242.7860718,361.9842529,229.1475677,8,11,25,12,15,9,46,11,7,17,8,38.96926117,51.97750854,112.9892426,53.46878815,65.99498749,39.09643936,197.4333649,46.3313942,27.86069679,62.79319,28.20277786,47,34,33,40,50,37,30,29,30,66,61,228.9444275,160.6577454,149.1457977,178.2292938,219.9832764,160.7297974,128.7608948,122.1464081,119.4029846,243.7853241,215.0461884,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.399665833,0,4.292029858,0,0,0,0,3,5,11,8,5,15,18,4,10,9,32,14.61347389,23.62614059,49.71526718,35.64585876,21.99832726,65.16072845,77.25653839,16.84778023,39.80099487,33.24345398,112.8111115,0,1,0,0,1,1,1,3,5,2,3,0,4.725227833,0,0,4.399665833,4.3440485,4.292029858,12.63583565,19.90049744,7.387434006,10.57604218,85,23,42,30,30,52,59,45,68,116,45,414.0484314,108.6802444,189.8219299,133.6719666,131.989975,225.8905334,253.2297516,189.5375214,270.646759,428.4711609,158.640625,8,9,5,7,7,12,12,9,6,19,13,38.96926117,42.52705383,22.59784889,31.19012642,30.79765892,52.128582,51.50435638,37.90750504,23.88059616,70.18062592,45.82951355,28366,5159113.553,9504.169812
