OCC_YEAR,OCC_TIME_RANGE,NEIGHBOURHOOD_158
2016,Evening,Dorset Park (126)
2016,Afternoon,High Park-Swansea (87)
2016,Night,Weston (113)
2016,Night,Weston-Pelham Park (91)
2016,Afternoon,Elms-Old Rexdale (5)
2016,Morning,Downsview (155)
2016,Night,Newtonbrook East (50)
2016,Afternoon,Humber Summit (21)
2016,Night,Wellington Place (164)
2016,Night,Roncesvalles (86)
2016,Morning,Milliken (130)
2016,Evening,Dorset Park (126)
2016,Evening,L'Amoreaux West (147)
2016,Evening,Oakwood Village (107)
2016,Afternoon,East End-Danforth (62)
2016,Evening,Dovercourt Village (172)
2016,Night,Blake-Jones (69)
2016,Evening,Kensington-Chinatown (78)
2016,Night,Moss Park (73)
2016,Evening,Glenfield-Jane Heights (25)
2016,Evening,Weston (113)
2016,Evening,Victoria Village (43)
2016,Night,Pelmo Park-Humberlea (23)
2016,Night,Banbury-Don Mills (42)
2016,Morning,Black Creek (24)
2016,Night,West Humber-Clairville (1)
2016,Evening,Glenfield-Jane Heights (25)
2016,Evening,York University Heights (27)
2016,Night,Moss Park (73)
2016,Evening,Humber Summit (21)
2016,Evening,Glenfield-Jane Heights (25)
2016,Night,Dorset Park (126)
2016,Evening,Humber Summit (21)
2016,Evening,Humber Summit (21)
2016,Evening,Humbermede (22)
2016,Afternoon,South Riverdale (70)
2016,Evening,Oakdale-Beverley Heights (154)
2016,Morning,Bayview Woods-Steeles (49)
2016,Night,Greenwood-Coxwell (65)
2016,Morning,Weston (113)
2016,Night,Kensington-Chinatown (78)
2016,Night,Humber Summit (21)
2016,Evening,Flemingdon Park (44)
2016,Evening,Old East York (58)
2016,Evening,Rustic (28)
2016,Night,Malvern East (146)
2016,Night,Black Creek (24)
2016,Evening,L'Amoreaux West (147)
2016,Night,Scarborough Village (139)
2016,Evening,Weston (113)
2016,Night,Glenfield-Jane Heights (25)
2016,Evening,Kingsview Village-The Westway (6)
2016,Night,Morningside Heights (144)
2016,Evening,Kingsview Village-The Westway (6)
2016,Morning,Taylor-Massey (61)
2016,Night,Eglinton East (138)
2016,Night,Flemingdon Park (44)
2016,Evening,Black Creek (24)
2016,Night,Wellington Place (164)
2016,Night,Victoria Village (43)
2017,Night,Wellington Place (164)
2017,Night,Humber Summit (21)
2017,Night,Rockcliffe-Smythe (111)
2017,Night,Humber Summit (21)
2017,Evening,Mount Olive-Silverstone-Jamestown (2)
2017,Night,Henry Farm (53)
2017,Morning,Moss Park (73)
2017,Morning,Mimico-Queensway (160)
2017,Evening,Mount Olive-Silverstone-Jamestown (2)
2017,Night,Moss Park (73)
2017,Night,Humber Summit (21)
2017,Evening,East End-Danforth (62)
2017,Morning,East End-Danforth (62)
2017,Night,Roncesvalles (86)
2017,Evening,Flemingdon Park (44)
2017,Evening,Rexdale-Kipling (4)
2017,Evening,Englemount-Lawrence (32)
2017,Evening,West Humber-Clairville (1)
2017,Night,Black Creek (24)
2017,Night,Humber Summit (21)
2017,Afternoon,Eglinton East (138)
2017,Afternoon,York University Heights (27)
2017,Night,Agincourt South-Malvern West (128)
2017,Night,Wellington Place (164)
2017,Morning,Rustic (28)
2017,Evening,Palmerston-Little Italy (80)
2017,Evening,Regent Park (72)
2017,Afternoon,Moss Park (73)
2017,Evening,Glenfield-Jane Heights (25)
2017,Night,South Riverdale (70)
2017,Evening,West Humber-Clairville (1)
2017,Night,Fenside-Parkwoods (150)
2017,Morning,Brookhaven-Amesbury (30)
2017,Night,Danforth (66)
2017,Night,Roncesvalles (86)
2017,Afternoon,Mount Olive-Silverstone-Jamestown (2)
2017,Evening,Elms-Old Rexdale (5)
2017,Evening,Hillcrest Village (48)
2017,Evening,Mount Olive-Silverstone-Jamestown (2)
2017,Afternoon,Black Creek (24)
2017,Afternoon,Black Creek (24)
2017,Afternoon,Glenfield-Jane Heights (25)
2017,Night,West Humber-Clairville (1)
2017,Evening,Roncesvalles (86)
2017,Afternoon,Glenfield-Jane Heights (25)
2017,Evening,Flemingdon Park (44)
2017,Night,Glenfield-Jane Heights (25)
2017,Night,Rustic (28)
2017,Night,Thorncliffe Park (55)
2017,Evening,Yonge-Bay Corridor (170)
2017,Night,Kingsview Village-The Westway (6)
2017,Night,Avondale (153)
2017,Evening,Danforth East York (59)
2017,Evening,L'Amoreaux West (147)
2017,Evening,Tam O'Shanter-Sullivan (118)
2017,Evening,Thorncliffe Park (55)
2017,Night,Wellington Place (164)
2017,Afternoon,Scarborough Village (139)
2017,Evening,Elms-Old Rexdale (5)
2017,Evening,South Riverdale (70)
2017,Night,Yorkdale-Glen Park (31)
2017,Morning,Oakridge (121)
2017,Evening,York University Heights (27)
2017,Evening,Roncesvalles (86)
2017,Evening,Kingsview Village-The Westway (6)
2017,Evening,Black Creek (24)
2017,Morning,L'Amoreaux West (147)
2017,Evening,Flemingdon Park (44)
2017,Night,Morningside Heights (144)
2017,Morning,Etobicoke West Mall (13)
2017,Afternoon,Kingsview Village-The Westway (6)
2017,Afternoon,Scarborough Village (139)
2017,Night,Black Creek (24)
2017,Morning,South Parkdale (85)
2017,Evening,Taylor-Massey (61)
2017,Night,Wellington Place (164)
2017,Evening,L'Amoreaux West (147)
2017,Night,Downsview (155)
2017,Evening,Humbermede (22)
2017,Night,Englemount-Lawrence (32)
2017,Night,Dufferin Grove (83)
2017,Afternoon,Pelmo Park-Humberlea (23)
2017,Evening,Glenfield-Jane Heights (25)
2017,Night,St Lawrence-East Bayfront-The Islands
2017,Evening,Black Creek (24)
2017,Night,Humber Summit (21)
2017,Afternoon,High Park-Swansea (87)
2017,Evening,Moss Park (73)
2017,Afternoon,Kensington-Chinatown (78)
2017,Night,Humber Heights-Westmount (8)
2017,Night,Wellington Place (164)
2017,Night,Blake-Jones (69)
2017,Evening,Rexdale-Kipling (4)
2017,Night,Malvern East (146)
2017,Evening,High Park-Swansea (87)
2017,Evening,Flemingdon Park (44)
2017,Evening,L'Amoreaux West (147)
2017,Afternoon,Dorset Park (126)
2017,Evening,L'Amoreaux West (147)
2017,Evening,South Riverdale (70)
2017,Evening,Kingsway South (15)
2017,Night,South Parkdale (85)
2017,Night,Victoria Village (43)
2017,Evening,Oakdale-Beverley Heights (154)
2017,Evening,Woburn North (142)
2017,Evening,Humber Heights-Westmount (8)
2017,Afternoon,Black Creek (24)
2017,Night,Yorkdale-Glen Park (31)
2017,Evening,Cabbagetown-South St.James Town (71)
2017,Night,Black Creek (24)
2017,Evening,Black Creek (24)
2017,Evening,Briar Hill-Belgravia (108)
2017,Evening,Elms-Old Rexdale (5)
2017,Night,Banbury-Don Mills (42)
2017,Evening,Dorset Park (126)
2017,Evening,Mount Olive-Silverstone-Jamestown (2)
2017,Night,L'Amoreaux West (147)
2017,Evening,Roncesvalles (86)
2017,Evening,Glenfield-Jane Heights (25)
2017,Night,Bridle Path-Sunnybrook-York Mills (41)
2017,Evening,Rexdale-Kipling (4)
2017,Night,Corso Italia-Davenport (92)
2017,Night,West Humber-Clairville (1)
2017,Evening,Glenfield-Jane Heights (25)
2017,Night,Junction-Wallace Emerson (171)
2017,Evening,Victoria Village (43)
2017,Evening,York University Heights (27)
2017,Afternoon,Dorset Park (126)
2017,Night,Downsview (155)
2017,Night,Kensington-Chinatown (78)
2017,Evening,Wexford/Maryvale (119)
2017,Evening,Glenfield-Jane Heights (25)
2017,Afternoon,Weston (113)
2017,Afternoon,Thistletown-Beaumond Heights (3)
2017,Evening,Rustic (28)
2017,Evening,Parkwoods-O'Connor Hills (149)
2017,Afternoon,Junction-Wallace Emerson (171)
2017,Evening,Mount Olive-Silverstone-Jamestown (2)
2017,Afternoon,York University Heights (27)
2017,Evening,South Riverdale (70)
2017,Evening,Old East York (58)
2017,Afternoon,Highland Creek (134)
2017,Evening,Princess-Rosethorn (10)
2017,Evening,South Parkdale (85)
2017,Evening,East L'Amoreaux (148)
2017,Night,Englemount-Lawrence (32)
2017,Afternoon,Keelesdale-Eglinton West (110)
2017,Night,Kingsview Village-The Westway (6)
2017,Afternoon,Elms-Old Rexdale (5)
2017,Morning,Humber Summit (21)
2017,Night,Wellington Place (164)
2017,Night,Briar Hill-Belgravia (108)
2017,Night,Humbermede (22)
2017,Afternoon,Tam O'Shanter-Sullivan (118)
2017,Evening,Oakdale-Beverley Heights (154)
2017,Evening,Woodbine-Lumsden (60)
2017,Night,Annex (95)
2017,Afternoon,Glenfield-Jane Heights (25)
2017,Night,South Riverdale (70)
2017,Night,Kingsview Village-The Westway (6)
2017,Evening,Keelesdale-Eglinton West (110)
2017,Night,Kingsview Village-The Westway (6)
2017,Evening,Wexford/Maryvale (119)
2017,Evening,Bendale-Glen Andrew (156)
2017,Evening,Caledonia-Fairbank (109)
2017,Evening,Junction-Wallace Emerson (171)
2017,Afternoon,Beechborough-Greenbrook (112)
2017,Evening,Dorset Park (126)
2017,Night,Downsview (155)
2017,Morning,Maple Leaf (29)
2017,Morning,Black Creek (24)
2017,Night,Kensington-Chinatown (78)
2017,Night,York University Heights (27)
2017,Evening,Oakridge (121)
2017,Night,Eglinton East (138)
2017,Evening,Fenside-Parkwoods (150)
2017,Evening,Briar Hill-Belgravia (108)
2017,Morning,Long Branch (19)
2017,Night,South Riverdale (70)
2017,Evening,Regent Park (72)
2017,Night,Mount Olive-Silverstone-Jamestown (2)
2017,Afternoon,Fenside-Parkwoods (150)
2017,Night,Golfdale-Cedarbrae-Woburn (141)
2017,Evening,Wexford/Maryvale (119)
2017,Night,York University Heights (27)
2017,Evening,Eglinton East (138)
2017,Night,Etobicoke City Centre (159)
2017,Evening,York University Heights (27)
2017,Morning,Eglinton East (138)
2017,Night,Wellington Place (164)
2017,Afternoon,Glenfield-Jane Heights (25)
2017,Night,Eglinton East (138)
2017,Night,Oakridge (121)
2017,Night,West Humber-Clairville (1)
2017,Night,Woburn North (142)
2017,Morning,Morningside (135)
2017,Evening,Wexford/Maryvale (119)
2017,Evening,Eglinton East (138)
2017,Night,Lambton Baby Point (114)
2017,Night,Victoria Village (43)
2017,Evening,Scarborough Village (139)
2017,Evening,Forest Hill South (101)
2017,Night,Yonge-Bay Corridor (170)
2017,Evening,Eglinton East (138)
2017,Night,Morningside Heights (144)
2017,Night,Malvern East (146)
2017,Evening,Malvern East (146)
2017,Night,Wexford/Maryvale (119)
2017,Night,Kensington-Chinatown (78)
2017,Night,Moss Park (73)
2017,Evening,Glenfield-Jane Heights (25)
2017,Afternoon,Junction-Wallace Emerson (171)
2017,Evening,Yorkdale-Glen Park (31)
2017,Night,Oakwood Village (107)
2017,Night,Oakdale-Beverley Heights (154)
2017,Night,Glenfield-Jane Heights (25)
2017,Night,Humber Summit (21)
2017,Evening,Humbermede (22)
2017,Evening,Moss Park (73)
2017,Night,Humewood-Cedarvale (106)
2017,Evening,Willowridge-Martingrove-Richview (7)
2017,Night,North St.James Town (74)
2017,Night,West Hill (136)
2017,Evening,Humber Summit (21)
2017,Evening,Mount Olive-Silverstone-Jamestown (2)
2017,Afternoon,Agincourt South-Malvern West (128)
2017,Night,South Riverdale (70)
2017,Evening,Yonge-Bay Corridor (170)
2017,Morning,West Hill (136)
2017,Night,Glenfield-Jane Heights (25)
2017,Afternoon,Weston (113)
2017,Night,Kensington-Chinatown (78)
2017,Morning,Agincourt North (129)
2017,Night,Brookhaven-Amesbury (30)
2017,Afternoon,Dorset Park (126)
2017,Night,Wellington Place (164)
2017,Evening,L'Amoreaux West (147)
2017,Morning,West Queen West (162)
2017,Evening,Glenfield-Jane Heights (25)
2017,Evening,Flemingdon Park (44)
2017,Afternoon,Glenfield-Jane Heights (25)
2017,Evening,Woburn North (142)
2017,Evening,Etobicoke City Centre (159)
2017,Night,Wellington Place (164)
2017,Evening,Kingsview Village-The Westway (6)
2017,Night,Brookhaven-Amesbury (30)
2017,Afternoon,Long Branch (19)
2017,Evening,Bendale-Glen Andrew (156)
2017,Night,University (79)
2017,Evening,Briar Hill-Belgravia (108)
2017,Afternoon,South Riverdale (70)
2017,Night,New Toronto (18)
2017,Evening,Bendale-Glen Andrew (156)
2017,Morning,Eringate-Centennial-West Deane (11)
2017,Evening,Regent Park (72)
2017,Evening,Brookhaven-Amesbury (30)
2017,Afternoon,Brookhaven-Amesbury (30)
2017,Afternoon,Oakdale-Beverley Heights (154)
2017,Night,Kingsview Village-The Westway (6)
2017,Afternoon,Yorkdale-Glen Park (31)
2017,Evening,Golfdale-Cedarbrae-Woburn (141)
2017,Evening,Brookhaven-Amesbury (30)
2017,Evening,Elms-Old Rexdale (5)
2017,Afternoon,Black Creek (24)
2017,Night,West Humber-Clairville (1)
2017,Night,Regent Park (72)
2017,Evening,Kensington-Chinatown (78)
2017,Night,New Toronto (18)
2017,Evening,Black Creek (24)
2017,Evening,O'Connor-Parkview (54)
2017,Evening,Fenside-Parkwoods (150)
2017,Evening,Oakdale-Beverley Heights (154)
2017,Evening,Scarborough Village (139)
2017,Evening,L'Amoreaux West (147)
2017,Evening,Annex (95)
2017,Night,Weston (113)
2017,Evening,Roncesvalles (86)
2017,Afternoon,Kennedy Park (124)
2017,Night,Dorset Park (126)
2017,Evening,Glenfield-Jane Heights (25)
2017,Evening,Keelesdale-Eglinton West (110)
2017,Night,Kensington-Chinatown (78)
2017,Night,Regent Park (72)
2017,Evening,Wellington Place (164)
2017,Night,Malvern West (145)
2017,Afternoon,Clanton Park (33)
2017,Night,Kensington-Chinatown (78)
2017,Night,Kensington-Chinatown (78)
2017,Night,St Lawrence-East Bayfront-The Islands
2017,Evening,Eglinton East (138)
2017,Evening,Bendale-Glen Andrew (156)
2017,Evening,Regent Park (72)
2017,Evening,Malvern East (146)
2017,Evening,Oakdale-Beverley Heights (154)
2017,Evening,Weston-Pelham Park (91)
2017,Night,South Riverdale (70)
2017,Afternoon,Kennedy Park (124)
2017,Afternoon,Kingsview Village-The Westway (6)
2017,Evening,Broadview North (57)
2017,Evening,St Lawrence-East Bayfront-The Islands
2017,Night,Yorkdale-Glen Park (31)
2017,Evening,Kingsview Village-The Westway (6)
2017,Night,York University Heights (27)
2017,Evening,High Park-Swansea (87)
2017,Night,L'Amoreaux West (147)
2017,Evening,Englemount-Lawrence (32)
2017,Evening,Willowridge-Martingrove-Richview (7)
2017,Night,Trinity-Bellwoods (81)
2017,Evening,Humber Summit (21)
2017,Evening,South Parkdale (85)
2017,Night,Weston (113)
2017,Evening,Roncesvalles (86)
2017,Evening,Eglinton East (138)
2017,Night,Willowridge-Martingrove-Richview (7)
2017,Afternoon,Glenfield-Jane Heights (25)
2017,Night,Humbermede (22)
2017,Evening,Blake-Jones (69)
2017,Morning,Eglinton East (138)
2017,Morning,Downsview (155)
2017,Night,Eglinton East (138)
2017,Afternoon,Weston (113)
2017,Evening,Oakridge (121)
2017,Evening,Taylor-Massey (61)
2017,Evening,Weston (113)
2017,Night,Regent Park (72)
2017,Evening,Elms-Old Rexdale (5)
2017,Evening,Morningside Heights (144)
2017,Morning,Morningside Heights (144)
2017,Night,Eglinton East (138)
2017,Night,Oakridge (121)
2017,Evening,Morningside Heights (144)
2017,Evening,Humber Summit (21)
2017,Evening,Regent Park (72)
2017,Afternoon,West Hill (136)
2017,Afternoon,Morningside Heights (144)
2017,Night,Englemount-Lawrence (32)
2017,Morning,Wexford/Maryvale (119)
2017,Night,Regent Park (72)
2017,Night,Bendale South (157)
2017,Evening,Wellington Place (164)
2017,Night,Oakridge (121)
2017,Afternoon,Oakridge (121)
2017,Evening,South Parkdale (85)
2017,Evening,Morningside Heights (144)
2017,Evening,Willowridge-Martingrove-Richview (7)
2017,Evening,Thistletown-Beaumond Heights (3)
2017,Afternoon,Humber Heights-Westmount (8)
2017,Night,Malvern East (146)
2017,Morning,Agincourt South-Malvern West (128)
2017,Evening,Junction-Wallace Emerson (171)
2017,Night,Mount Olive-Silverstone-Jamestown (2)
2017,Night,Weston (113)
2017,Evening,York University Heights (27)
2017,Afternoon,Woburn North (142)
2017,Evening,Willowridge-Martingrove-Richview (7)
2017,Afternoon,Downsview (155)
2017,Night,Bendale-Glen Andrew (156)
2017,Night,Oakwood Village (107)
2017,Evening,New Toronto (18)
2017,Night,Glenfield-Jane Heights (25)
2017,Evening,Brookhaven-Amesbury (30)
2017,Night,Moss Park (73)
2017,Morning,Scarborough Village (139)
2017,Afternoon,Weston (113)
2017,Night,L'Amoreaux West (147)
2017,Morning,Greenwood-Coxwell (65)
2017,Evening,Dorset Park (126)
2017,Evening,Glenfield-Jane Heights (25)
2017,Night,Morningside Heights (144)
2017,Evening,Playter Estates-Danforth (67)
2017,Night,St Lawrence-East Bayfront-The Islands
2017,Night,Yorkdale-Glen Park (31)
2017,Night,Woburn North (142)
2017,Night,Harbourfront-CityPlace (165)
2017,Night,Weston-Pelham Park (91)
2017,Evening,Etobicoke City Centre (159)
2017,Evening,West Humber-Clairville (1)
2017,Morning,Mount Dennis (115)
2017,Afternoon,York University Heights (27)
2017,Evening,Fenside-Parkwoods (150)
2017,Night,Playter Estates-Danforth (67)
2017,Evening,O'Connor-Parkview (54)
2017,Evening,Malvern West (145)
2017,Morning,Malvern East (146)
2017,Night,Glenfield-Jane Heights (25)
2017,Night,L'Amoreaux West (147)
2017,Night,Parkwoods-O'Connor Hills (149)
2017,Evening,Black Creek (24)
2017,Evening,Long Branch (19)
2017,Night,Corso Italia-Davenport (92)
2017,Night,Agincourt South-Malvern West (128)
2017,Afternoon,Humbermede (22)
2018,Night,O'Connor-Parkview (54)
2018,Night,Kensington-Chinatown (78)
2018,Night,Dorset Park (126)
2018,Night,Glenfield-Jane Heights (25)
2018,Night,Regent Park (72)
2018,Evening,West Humber-Clairville (1)
2018,Night,Morningside Heights (144)
2018,Afternoon,Yorkdale-Glen Park (31)
2018,Evening,Weston-Pelham Park (91)
2018,Afternoon,Roncesvalles (86)
2018,Afternoon,Etobicoke West Mall (13)
2018,Evening,Humber Heights-Westmount (8)
2018,Night,Wellington Place (164)
2018,Night,Milliken (130)
2018,Evening,Taylor-Massey (61)
2018,Evening,West Humber-Clairville (1)
2018,Evening,Ionview (125)
2018,Afternoon,Humbermede (22)
2018,Night,Eringate-Centennial-West Deane (11)
2018,Morning,Keelesdale-Eglinton West (110)
2018,Afternoon,Humbermede (22)
2018,Evening,North St.James Town (74)
2018,Night,Briar Hill-Belgravia (108)
2018,Evening,Regent Park (72)
2018,Night,O'Connor-Parkview (54)
2018,Evening,Glenfield-Jane Heights (25)
2018,Evening,Etobicoke West Mall (13)
2018,Afternoon,Humbermede (22)
2018,Evening,Lansing-Westgate (38)
2018,Night,Humber Summit (21)
2018,Evening,Dufferin Grove (83)
2018,Afternoon,South Parkdale (85)
2018,Night,Yorkdale-Glen Park (31)
2018,Night,York University Heights (27)
2018,Evening,Regent Park (72)
2018,Night,Oakdale-Beverley Heights (154)
2018,Evening,East End-Danforth (62)
2018,Evening,Bayview Village (52)
2018,Evening,Black Creek (24)
2018,Evening,West Hill (136)
2018,Night,Mount Dennis (115)
2018,Morning,Elms-Old Rexdale (5)
2018,Night,Centennial Scarborough (133)
2018,Night,Keelesdale-Eglinton West (110)
2018,Night,West Humber-Clairville (1)
2018,Night,Willowridge-Martingrove-Richview (7)
2018,Evening,South Parkdale (85)
2018,Night,Moss Park (73)
2018,Night,North St.James Town (74)
2018,Afternoon,Harbourfront-CityPlace (165)
2018,Evening,Oakdale-Beverley Heights (154)
2018,Night,Weston (113)
2018,Evening,South Parkdale (85)
2018,Evening,Harbourfront-CityPlace (165)
2018,Night,Maple Leaf (29)
2018,Night,Moss Park (73)
2018,Evening,Fort York-Liberty Village (163)
2018,Night,Wellington Place (164)
2018,Night,Regent Park (72)
2018,Morning,Mount Olive-Silverstone-Jamestown (2)
2018,Evening,Black Creek (24)
2018,Evening,West Humber-Clairville (1)
2018,Night,South Riverdale (70)
2018,Evening,Mount Olive-Silverstone-Jamestown (2)
2018,Night,Wexford/Maryvale (119)
2018,Evening,L'Amoreaux West (147)
2018,Evening,Flemingdon Park (44)
2018,Evening,Humber Heights-Westmount (8)
2018,Evening,Yorkdale-Glen Park (31)
2018,Evening,Mount Olive-Silverstone-Jamestown (2)
2018,Morning,Bay-Cloverhill (169)
2018,Night,Flemingdon Park (44)
2018,Evening,Glenfield-Jane Heights (25)
2018,Afternoon,Humber Heights-Westmount (8)
2018,Afternoon,Humber Summit (21)
2018,Night,West Humber-Clairville (1)
2018,Night,Mount Olive-Silverstone-Jamestown (2)
2018,Night,O'Connor-Parkview (54)
2018,Evening,Englemount-Lawrence (32)
2018,Night,East Willowdale (152)
2018,Morning,Rustic (28)
2018,Night,West Humber-Clairville (1)
2018,Night,Yonge-Bay Corridor (170)
2018,Afternoon,Weston (113)
2018,Evening,Wexford/Maryvale (119)
2018,Morning,Black Creek (24)
2018,Evening,Woburn North (142)
2018,Night,Malvern East (146)
2018,Evening,Malvern East (146)
2018,Night,Steeles (116)
2018,Night,Kingsway South (15)
2018,Night,Kensington-Chinatown (78)
2018,Night,Bridle Path-Sunnybrook-York Mills (41)
2018,Night,Oakdale-Beverley Heights (154)
2018,Morning,Oakwood Village (107)
2018,Afternoon,Mimico-Queensway (160)
2018,Night,Downtown Yonge East (168)
2018,Evening,Rexdale-Kipling (4)
2018,Night,Wexford/Maryvale (119)
2018,Evening,Junction-Wallace Emerson (171)
2018,Afternoon,Black Creek (24)
2018,Afternoon,Hillcrest Village (48)
2018,Evening,Mount Olive-Silverstone-Jamestown (2)
2018,Afternoon,Weston (113)
2018,Evening,Agincourt South-Malvern West (128)
2018,Morning,Yonge-Bay Corridor (170)
2018,Evening,Oakdale-Beverley Heights (154)
2018,Evening,Mount Olive-Silverstone-Jamestown (2)
2018,Night,Clairlea-Birchmount (120)
2018,Night,Little Portugal (84)
2018,Night,Malvern East (146)
2018,Night,South Riverdale (70)
2018,Night,Dufferin Grove (83)
2018,Night,Regent Park (72)
2018,Afternoon,Glenfield-Jane Heights (25)
2018,Night,West Humber-Clairville (1)
2018,Night,Humber Summit (21)
2018,Evening,Humber Summit (21)
2018,Afternoon,Weston (113)
2018,Night,Harbourfront-CityPlace (165)
2018,Evening,St Lawrence-East Bayfront-The Islands
2018,Evening,Weston (113)
2018,Morning,Princess-Rosethorn (10)
2018,Evening,Weston-Pelham Park (91)
2018,Afternoon,Regent Park (72)
2018,Night,Malvern East (146)
2018,Evening,Mount Olive-Silverstone-Jamestown (2)
2018,Evening,North St.James Town (74)
2018,Evening,Old East York (58)
2018,Afternoon,Highland Creek (134)
2018,Evening,Keelesdale-Eglinton West (110)
2018,Afternoon,Black Creek (24)
2018,Night,South Eglinton-Davisville (174)
2018,Night,Weston (113)
2018,Night,Mount Dennis (115)
2018,Evening,Guildwood (140)
2018,Night,Flemingdon Park (44)
2018,Evening,Wexford/Maryvale (119)
2018,Evening,Oakwood Village (107)
2018,Evening,Golfdale-Cedarbrae-Woburn (141)
2018,Afternoon,Clairlea-Birchmount (120)
2018,Afternoon,Englemount-Lawrence (32)
2018,Night,Weston (113)
2018,Afternoon,Mount Olive-Silverstone-Jamestown (2)
2018,Afternoon,Willowridge-Martingrove-Richview (7)
2018,Evening,Yonge-Bay Corridor (170)
2018,Night,Morningside (135)
2018,Morning,Golfdale-Cedarbrae-Woburn (141)
2018,Evening,Rustic (28)
2018,Evening,Glenfield-Jane Heights (25)
2018,Night,L'Amoreaux West (147)
2018,Afternoon,Glenfield-Jane Heights (25)
2018,Morning,West Humber-Clairville (1)
2018,Evening,Black Creek (24)
2018,Night,Dorset Park (126)
2018,Evening,L'Amoreaux West (147)
2018,Night,Regent Park (72)
2018,Evening,L'Amoreaux West (147)
2018,Evening,Flemingdon Park (44)
2018,Afternoon,Clairlea-Birchmount (120)
2018,Afternoon,Danforth East York (59)
2018,Evening,North St.James Town (74)
2018,Evening,Kensington-Chinatown (78)
2018,Evening,L'Amoreaux West (147)
2018,Evening,Annex (95)
2018,Evening,Yorkdale-Glen Park (31)
2018,Night,Malvern West (145)
2018,Afternoon,Moss Park (73)
2018,Afternoon,Malvern East (146)
2018,Evening,Rustic (28)
2018,Evening,Golfdale-Cedarbrae-Woburn (141)
2018,Evening,Downtown Yonge East (168)
2018,Evening,Pelmo Park-Humberlea (23)
2018,Night,Rustic (28)
2018,Morning,Moss Park (73)
2018,Night,Kensington-Chinatown (78)
2018,Evening,Weston-Pelham Park (91)
2018,Evening,Regent Park (72)
2018,Evening,New Toronto (18)
2018,Evening,West Humber-Clairville (1)
2018,Night,Clairlea-Birchmount (120)
2018,Morning,Oakwood Village (107)
2018,Night,Black Creek (24)
2018,Night,L'Amoreaux West (147)
2018,Evening,North St.James Town (74)
2018,Evening,Dorset Park (126)
2018,Afternoon,Milliken (130)
2018,Afternoon,Mount Dennis (115)
2018,Night,Wellington Place (164)
2018,Evening,Glenfield-Jane Heights (25)
2018,Night,Tam O'Shanter-Sullivan (118)
2018,Evening,South Parkdale (85)
2018,Night,Wellington Place (164)
2018,Evening,South Riverdale (70)
2018,Evening,Glenfield-Jane Heights (25)
2018,Afternoon,Cliffcrest (123)
2018,Evening,Blake-Jones (69)
2018,Night,Englemount-Lawrence (32)
2018,Night,Thistletown-Beaumond Heights (3)
2018,Night,Moss Park (73)
2018,Evening,Rustic (28)
2018,Night,Harbourfront-CityPlace (165)
2018,Night,Moss Park (73)
2018,Night,Mount Olive-Silverstone-Jamestown (2)
2018,Afternoon,Glenfield-Jane Heights (25)
2018,Evening,Kensington-Chinatown (78)
2018,Afternoon,Oakdale-Beverley Heights (154)
2018,Night,Black Creek (24)
2018,Evening,Kensington-Chinatown (78)
2018,Evening,Golfdale-Cedarbrae-Woburn (141)
2018,Night,Wellington Place (164)
2018,Night,Glenfield-Jane Heights (25)
2018,Evening,Willowridge-Martingrove-Richview (7)
2018,Night,Black Creek (24)
2018,Night,West Rouge (143)
2018,Night,Black Creek (24)
2018,Evening,Annex (95)
2018,Evening,York University Heights (27)
2018,Evening,Cliffcrest (123)
2018,Night,Weston (113)
2018,Night,Kingsview Village-The Westway (6)
2018,Afternoon,Fenside-Parkwoods (150)
2018,Evening,East L'Amoreaux (148)
2018,Evening,Oakwood Village (107)
2018,Evening,Thorncliffe Park (55)
2018,Night,Pleasant View (46)
2018,Night,Bendale-Glen Andrew (156)
2018,Night,Playter Estates-Danforth (67)
2018,Afternoon,Rustic (28)
2018,Night,Newtonbrook East (50)
2018,Morning,Humber Summit (21)
2018,Night,West Humber-Clairville (1)
2018,Night,Dorset Park (126)
2018,Evening,South Riverdale (70)
2018,Evening,Dorset Park (126)
2018,Night,Willowridge-Martingrove-Richview (7)
2018,Evening,Junction-Wallace Emerson (171)
2018,Night,Kensington-Chinatown (78)
2018,Evening,St Lawrence-East Bayfront-The Islands
2018,Evening,O'Connor-Parkview (54)
2018,Evening,Junction-Wallace Emerson (171)
2018,Afternoon,Glenfield-Jane Heights (25)
2018,Afternoon,Bayview Woods-Steeles (49)
2018,Evening,Henry Farm (53)
2018,Night,Malvern East (146)
2018,Night,Oakridge (121)
2018,Afternoon,Bayview Woods-Steeles (49)
2018,Afternoon,Glenfield-Jane Heights (25)
2018,Afternoon,Woburn North (142)
2018,Night,Oakdale-Beverley Heights (154)
2018,Evening,Glenfield-Jane Heights (25)
2018,Evening,Bridle Path-Sunnybrook-York Mills (41)
2018,Evening,Cabbagetown-South St.James Town (71)
2018,Afternoon,Rockcliffe-Smythe (111)
2018,Afternoon,Mount Olive-Silverstone-Jamestown (2)
2018,Afternoon,Rockcliffe-Smythe (111)
2018,Evening,Mount Olive-Silverstone-Jamestown (2)
2018,Evening,Centennial Scarborough (133)
2018,Night,Moss Park (73)
2018,Evening,Dorset Park (126)
2018,Evening,High Park-Swansea (87)
2018,Evening,West Humber-Clairville (1)
2018,Night,Agincourt South-Malvern West (128)
2018,Evening,Flemingdon Park (44)
